score,Species,Country of Origin,Altitude (m),Variety,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Cupper Points,Total Cup Points,Moisture (%),Color,altitude_group
82.5,Arabica,Indonesia,1250.0,Other,Washed / Wet,7.83,7.75,7.25,7.5,7.42,7.33,10.0,10.0,10.0,7.42,82.50,0.11,Green,Medium
82.5,Arabica,Honduras,1400.0,Caturra,Washed / Wet,7.58,7.58,7.33,7.5,7.5,7.5,10.0,10.0,10.0,7.5,82.50,0.1,Green,Medium
82.5,Arabica,Guatemala,4000.0,Bourbon,Washed / Wet,7.5,7.5,7.33,7.5,7.67,7.5,10.0,10.0,10.0,7.5,82.50,0.1,Green,
82.5,Arabica,Thailand,800.0,,Washed / Wet,7.5,7.83,7.5,7.75,7.33,7.42,9.33,10.0,10.0,7.83,82.50,0.12,Green,Low
82.5,Arabica,Thailand,,Caturra,Washed / Wet,7.33,7.5,7.5,7.5,7.67,7.5,10.0,10.0,10.0,7.5,82.50,0.11,,
82.5,Arabica,"Tanzania, United Republic Of",1600.0,Other,Washed / Wet,7.67,7.42,7.33,7.58,7.5,7.5,10.0,10.0,10.0,7.5,82.50,0.12,Green,Medium
82.5,Arabica,"Tanzania, United Republic Of",,Other,Washed / Wet,7.75,7.0,7.42,7.58,7.58,7.58,10.0,10.0,10.0,7.58,82.50,0.12,Bluish-Green,
82.5,Arabica,Mexico,,Other,Washed / Wet,7.42,7.58,7.5,7.67,7.25,7.5,10.0,10.0,10.0,7.58,82.50,0.0,Green,
82.5,Arabica,Brazil,1260.0,Yellow Bourbon,Semi-washed / Semi-pulped,7.42,7.5,7.67,7.33,7.42,7.67,10.0,10.0,10.0,7.5,82.50,0.11,Bluish-Green,Medium
82.5,Arabica,Guatemala,4300.0,Bourbon,Washed / Wet,7.83,7.42,7.33,7.67,7.42,7.5,10.0,10.0,10.0,7.33,82.50,0.12,Green,
82.5,Arabica,Colombia,1750.0,Caturra,Washed / Wet,7.5,7.5,7.42,7.42,7.58,7.58,10.0,10.0,10.0,7.5,82.50,0.11,Green,High
82.5,Arabica,Guatemala,4300.0,Bourbon,Washed / Wet,7.83,7.67,7.17,7.33,7.5,7.67,10.0,10.0,10.0,7.33,82.50,0.11,Green,
82.5,Arabica,Mexico,1679.0,Typica,Washed / Wet,7.5,7.58,7.5,7.5,7.42,7.42,10.0,10.0,10.0,7.58,82.50,0.13,,High
82.5,Arabica,Mexico,1100.0,Typica,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.33,10.0,10.0,10.0,7.5,82.50,0.12,Green,Low
82.5,Arabica,Mexico,1650.0,Typica,Semi-washed / Semi-pulped,7.92,7.5,7.33,7.58,7.25,7.42,10.0,10.0,10.0,7.5,82.50,0.11,,High
82.5,Arabica,Guatemala,,Caturra,Natural / Dry,7.67,7.33,7.33,7.33,7.5,7.83,10.0,10.0,10.0,7.5,82.50,0.11,Green,
82.5,Arabica,Brazil,1250.0,Bourbon,Semi-washed / Semi-pulped,7.67,7.42,7.33,7.67,7.5,7.5,10.0,10.0,10.0,7.42,82.50,0.0,Blue-Green,Medium
82.5,Arabica,Colombia,1775.0,Caturra,Washed / Wet,7.67,7.5,7.33,7.5,7.25,7.67,10.0,10.0,10.0,7.58,82.50,0.11,Green,High
82.5,Arabica,United States (Hawaii),,Hawaiian Kona,Washed / Wet,7.33,7.42,7.33,7.75,7.42,7.67,10.0,10.0,10.0,7.58,82.50,0.12,Green,
82.5,Arabica,Guatemala,1600.0,,,7.75,7.58,7.67,7.67,7.58,7.58,9.33,10.0,10.0,7.33,82.50,0.01,,Medium
82.42,Arabica,Honduras,1500.0,Other,Washed / Wet,7.42,7.67,7.17,7.58,7.58,7.5,10.0,10.0,10.0,7.5,82.42,0.12,Green,Medium
82.42,Arabica,Guatemala,1700.0,Bourbon,Washed / Wet,7.58,7.5,7.33,7.75,7.33,7.5,10.0,10.0,10.0,7.42,82.42,0.1,Green,High
82.42,Arabica,Guatemala,1700.0,Bourbon,Washed / Wet,7.67,7.58,7.25,7.67,7.42,7.33,10.0,10.0,10.0,7.5,82.42,0.12,Green,High
82.42,Arabica,Guatemala,518.0,Bourbon,Washed / Wet,7.58,7.5,7.25,7.67,7.5,7.5,10.0,10.0,10.0,7.42,82.42,0.12,Green,Low
82.42,Arabica,Guatemala,,Caturra,Washed / Wet,7.5,7.42,7.08,7.75,7.67,7.5,10.0,10.0,10.0,7.5,82.42,0.11,Green,
82.42,Arabica,Colombia,1600.0,Caturra,Washed / Wet,5.08,7.75,7.83,7.75,7.83,8.08,10.0,10.0,10.0,8.08,82.42,0.11,Green,Medium
82.42,Arabica,China,1600.0,Catimor,Washed / Wet,7.67,7.42,7.42,7.5,7.42,7.42,10.0,10.0,10.0,7.58,82.42,0.1,Green,Medium
82.42,Arabica,Brazil,,,,7.42,7.5,7.33,7.5,7.25,7.42,10.0,10.0,10.0,8.0,82.42,0.11,Green,
82.42,Arabica,"Tanzania, United Republic Of",2285.0,Ruiru 11,Washed / Wet,7.67,7.25,7.42,7.42,7.67,7.42,10.0,10.0,10.0,7.58,82.42,0.13,Green,Very High
82.42,Arabica,Brazil,1000.0,Yellow Bourbon,Natural / Dry,7.17,7.83,7.33,7.5,7.75,7.42,10.0,10.0,10.0,7.42,82.42,0.0,Green,Low
82.42,Arabica,Guatemala,1400.0,Caturra,Washed / Wet,7.5,7.5,7.5,7.67,7.42,7.5,10.0,10.0,10.0,7.33,82.42,0.1,Green,Medium
82.42,Arabica,Mexico,1296.0,Typica,Washed / Wet,7.42,7.5,7.42,7.58,7.42,7.5,10.0,10.0,10.0,7.58,82.42,0.11,Green,Medium
82.42,Arabica,Brazil,1000.0,Catuai,Semi-washed / Semi-pulped,7.58,7.67,7.33,7.5,7.5,7.42,10.0,10.0,10.0,7.42,82.42,0.12,Blue-Green,Low
82.42,Arabica,Peru,,,Washed / Wet,7.58,7.58,7.58,7.75,7.5,7.58,9.33,10.0,10.0,7.5,82.42,0.0,Green,
82.42,Arabica,Brazil,1260.0,Yellow Bourbon,Natural / Dry,7.25,7.33,7.25,7.5,7.42,7.5,10.0,10.0,10.0,8.17,82.42,0.0,Green,Medium
82.42,Arabica,Mexico,1170.0,Bourbon,Washed / Wet,7.5,7.58,7.5,7.92,7.42,7.67,9.33,10.0,10.0,7.5,82.42,0.12,Green,Low
82.42,Arabica,Honduras,,,Washed / Wet,7.25,7.67,7.42,7.17,7.75,7.5,10.0,10.0,10.0,7.67,82.42,0.09,,
82.42,Arabica,Colombia,1775.0,Caturra,Washed / Wet,7.67,7.42,7.33,7.5,7.58,7.5,10.0,10.0,10.0,7.42,82.42,0.11,Green,High
82.42,Arabica,Mexico,1560.0,Typica,Washed / Wet,7.5,7.42,7.42,7.67,7.42,7.58,10.0,10.0,10.0,7.42,82.42,0.12,Green,Medium
82.42,Arabica,Mexico,1400.0,Typica,Semi-washed / Semi-pulped,7.42,7.58,7.5,7.42,7.58,7.5,10.0,10.0,10.0,7.42,82.42,0.13,Green,Medium
82.42,Arabica,Mexico,1300.0,Typica,Washed / Wet,7.42,7.58,7.33,7.58,7.5,7.5,10.0,10.0,10.0,7.5,82.42,0.14,Green,Medium
82.42,Arabica,Mexico,1170.0,Caturra,Washed / Wet,7.75,7.33,7.25,7.58,7.58,7.33,10.0,10.0,10.0,7.58,82.42,0.13,Green,Low
82.42,Arabica,Mexico,1300.0,Typica,Washed / Wet,7.5,7.58,7.33,7.5,7.5,7.5,10.0,10.0,10.0,7.5,82.42,0.11,Green,Medium
82.42,Arabica,Mexico,1350.0,Pacamara,Washed / Wet,7.58,7.58,7.17,7.5,7.5,7.5,10.0,10.0,10.0,7.58,82.42,0.14,Green,Medium
82.42,Arabica,Mexico,1150.0,Caturra,Washed / Wet,7.58,7.33,7.33,7.58,7.5,7.5,10.0,10.0,10.0,7.58,82.42,0.11,Green,Low
82.42,Arabica,Mexico,1250.0,Bourbon,Washed / Wet,7.67,7.58,7.33,7.42,7.58,7.33,10.0,10.0,10.0,7.5,82.42,0.13,,Medium
82.42,Arabica,Mexico,1450.0,Typica,Washed / Wet,7.83,7.5,7.42,7.67,7.17,7.33,10.0,10.0,10.0,7.5,82.42,0.12,Bluish-Green,Medium
82.42,Arabica,Colombia,442.0,Caturra,Natural / Dry,7.67,7.33,7.25,7.42,7.5,7.67,10.0,10.0,10.0,7.58,82.42,0.0,,Low
82.42,Arabica,Brazil,,Arusha,Natural / Dry,7.75,7.5,7.42,7.42,7.5,7.42,10.0,10.0,10.0,7.42,82.42,0.11,Blue-Green,
82.42,Arabica,Colombia,1750.0,Caturra,Washed / Wet,7.33,7.58,7.17,7.58,7.42,7.58,10.0,10.0,10.0,7.75,82.42,0.0,Green,High
82.42,Arabica,Colombia,1750.0,,,7.58,7.25,7.42,7.25,7.58,7.83,10.0,10.0,10.0,7.5,82.42,0.02,,High
82.33,Arabica,Honduras,1396.0,Caturra,Washed / Wet,7.5,7.58,7.33,7.5,7.42,7.42,10.0,10.0,10.0,7.58,82.33,0.1,Green,Medium
82.33,Arabica,Brazil,982.0,Catuai,Natural / Dry,7.33,7.5,7.5,7.33,7.5,7.5,10.0,10.0,10.0,7.67,82.33,0.11,Green,Low
82.33,Arabica,Brazil,,,Natural / Dry,7.42,7.42,7.42,7.5,7.5,7.58,10.0,10.0,10.0,7.5,82.33,0.11,Green,
82.33,Arabica,Brazil,934.0,Bourbon,Natural / Dry,7.5,7.5,7.42,7.5,7.42,7.5,10.0,10.0,10.0,7.5,82.33,0.11,Bluish-Green,Low
82.33,Arabica,Costa Rica,1850.0,Caturra,Washed / Wet,7.75,7.5,7.25,7.25,7.42,7.67,10.0,10.0,10.0,7.5,82.33,0.1,Bluish-Green,High
82.33,Arabica,Costa Rica,1550.0,Catuai,Washed / Wet,7.75,7.33,7.5,7.5,7.33,7.58,10.0,10.0,10.0,7.33,82.33,0.0,Green,Medium
82.33,Arabica,China,1580.0,Catimor,Pulped natural / honey,7.5,7.58,7.42,7.5,7.42,7.42,10.0,10.0,10.0,7.5,82.33,0.12,Green,Medium
82.33,Arabica,Brazil,1268.0,Bourbon,Natural / Dry,8.25,7.83,7.25,8.33,8.17,8.08,10.0,6.67,10.0,7.75,82.33,0.07,Green,Medium
82.33,Arabica,Brazil,,Mundo Novo,Natural / Dry,7.42,7.5,7.5,7.42,7.5,7.58,10.0,10.0,10.0,7.42,82.33,0.11,Green,
82.33,Arabica,Guatemala,5500.0,Bourbon,Washed / Wet,7.5,7.42,7.17,7.83,7.5,7.5,10.0,10.0,10.0,7.42,82.33,0.1,Green,
82.33,Arabica,Malawi,1450.0,Gesha,Washed / Wet,7.33,7.58,7.42,7.58,7.33,7.5,10.0,10.0,10.0,7.58,82.33,0.12,Green,Medium
82.33,Arabica,Brazil,1100.0,Bourbon,Natural / Dry,7.75,8.08,7.67,8.08,8.08,8.0,10.0,10.0,6.67,8.0,82.33,0.11,Blue-Green,Low
82.33,Arabica,Guatemala,5000.0,Pacas,Washed / Wet,7.58,7.67,7.5,7.58,7.75,7.5,9.33,10.0,10.0,7.42,82.33,0.12,Green,
82.33,Arabica,Mexico,,,Washed / Wet,7.33,7.58,7.42,7.5,7.5,7.5,10.0,10.0,10.0,7.5,82.33,0.11,Green,
82.33,Arabica,Colombia,1300.0,Caturra,Washed / Wet,7.42,7.33,7.5,7.17,7.08,8.33,10.0,10.0,10.0,7.5,82.33,0.1,Green,Medium
82.33,Arabica,Taiwan,200.0,Typica,Semi-washed / Semi-pulped,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.33,82.33,0.11,Green,Low
82.33,Arabica,Taiwan,600.0,Typica,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.33,82.33,0.11,Green,Low
82.33,Arabica,Guatemala,4300.0,Bourbon,Washed / Wet,7.5,7.42,7.58,7.5,7.5,7.58,10.0,10.0,10.0,7.25,82.33,0.12,Green,
82.33,Arabica,Colombia,1750.0,Caturra,Washed / Wet,7.5,7.42,7.5,7.5,7.5,7.58,10.0,10.0,10.0,7.33,82.33,0.0,Green,High
82.33,Arabica,Mexico,1300.0,Typica,Washed / Wet,7.67,7.5,7.42,7.5,7.42,7.42,10.0,10.0,10.0,7.42,82.33,0.12,Green,Medium
82.33,Arabica,Costa Rica,,,Washed / Wet,7.92,7.58,7.25,7.75,7.92,7.58,9.33,9.33,10.0,7.67,82.33,0.0,Green,
82.33,Arabica,Guatemala,,Bourbon,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.33,10.0,10.0,10.0,7.33,82.33,0.11,Green,
82.33,Arabica,Mexico,441.0,Typica,Natural / Dry,7.58,7.67,7.58,7.33,7.0,7.58,10.0,10.0,10.0,7.58,82.33,0.15,,Low
82.33,Arabica,Mexico,1170.0,Bourbon,Washed / Wet,7.67,7.58,7.5,7.58,7.5,7.5,10.0,10.0,10.0,7.0,82.33,0.13,Green,Low
82.33,Arabica,Guatemala,4300.0,Bourbon,Washed / Wet,7.5,7.67,7.33,7.5,7.33,7.5,10.0,10.0,10.0,7.5,82.33,0.1,Green,
82.33,Arabica,Brazil,1100.0,Mundo Novo,Natural / Dry,7.58,7.5,7.42,7.5,7.5,7.42,10.0,10.0,10.0,7.42,82.33,0.12,Green,Low
82.33,Arabica,Mexico,1300.0,Typica,Washed / Wet,8.0,7.75,7.33,7.33,7.08,7.67,9.33,10.0,10.0,7.83,82.33,0.11,Green,Medium
82.33,Arabica,Brazil,950.0,Mundo Novo,Washed / Wet,7.58,7.58,7.25,7.58,7.42,7.5,10.0,10.0,10.0,7.42,82.33,0.11,Green,Low
82.33,Arabica,Colombia,442.0,Caturra,Natural / Dry,7.83,7.58,7.33,7.25,7.58,7.42,10.0,10.0,10.0,7.33,82.33,0.0,Green,Low
82.25,Arabica,Brazil,1100.0,Catuai,Washed / Wet,7.58,7.5,7.25,7.42,7.67,7.33,10.0,10.0,10.0,7.5,82.25,0.09,Green,Low
82.25,Arabica,Taiwan,,,,7.0,7.08,7.0,7.17,7.0,7.0,10.0,10.0,10.0,10.0,82.25,0.1,Blue-Green,
82.25,Arabica,Guatemala,1450.0,Pacas,Washed / Wet,7.67,7.5,7.25,7.67,7.42,7.42,10.0,10.0,10.0,7.33,82.25,0.11,Green,Medium
82.25,Arabica,Brazil,1000.0,Yellow Bourbon,Natural / Dry,7.42,7.67,7.5,7.08,7.5,7.42,10.0,10.0,10.0,7.67,82.25,0.0,Green,Low
82.25,Arabica,El Salvador,1500.0,Bourbon,Washed / Wet,7.58,7.67,7.5,7.67,7.83,8.42,9.33,9.33,9.33,7.58,82.25,0.12,Green,Medium
82.25,Arabica,Honduras,1350.0,Catuai,Washed / Wet,7.58,7.5,7.42,7.58,7.42,7.42,10.0,10.0,10.0,7.33,82.25,0.11,Green,Medium
82.25,Arabica,Malawi,1180.0,Gesha,Washed / Wet,7.58,7.42,7.33,7.42,7.58,7.5,10.0,10.0,10.0,7.42,82.25,0.13,Blue-Green,Low
82.25,Arabica,Brazil,1100.0,Bourbon,Natural / Dry,7.75,7.58,7.42,7.42,7.33,7.33,10.0,10.0,10.0,7.42,82.25,0.11,Green,Low
82.25,Arabica,Taiwan,650.0,Typica,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.25,82.25,0.11,Green,Low
82.25,Arabica,Mexico,1338.0,Mundo Novo,Washed / Wet,7.58,7.58,7.42,7.42,7.42,7.42,10.0,10.0,10.0,7.42,82.25,0.12,Blue-Green,Medium
82.25,Arabica,United States (Hawaii),,Hawaiian Kona,Natural / Dry,7.33,7.42,7.5,7.67,7.5,7.42,10.0,10.0,10.0,7.42,82.25,0.0,Bluish-Green,
82.25,Arabica,Mexico,533.0,Bourbon,Washed / Wet,7.58,7.58,7.5,7.17,7.42,7.42,10.0,10.0,10.0,7.58,82.25,0.16,,Low
82.25,Arabica,Guatemala,4563.0,Bourbon,Washed / Wet,7.5,7.5,7.33,7.58,7.67,7.33,10.0,10.0,10.0,7.33,82.25,0.11,Green,
82.25,Arabica,Mexico,1170.0,Bourbon,Washed / Wet,7.5,7.58,7.42,7.67,7.33,7.42,10.0,10.0,10.0,7.33,82.25,0.13,Green,Low
82.25,Arabica,Mexico,1250.0,Typica,Washed / Wet,7.67,7.58,7.33,7.5,7.42,7.42,10.0,10.0,10.0,7.33,82.25,0.12,Green,Medium
82.25,Arabica,El Salvador,,Other,Washed / Wet,7.75,7.33,7.33,7.5,7.5,7.5,10.0,10.0,10.0,7.33,82.25,0.0,Green,
82.25,Arabica,Mexico,1100.0,Typica,Washed / Wet,7.33,7.58,7.42,7.67,7.33,7.5,10.0,10.0,10.0,7.42,82.25,0.11,Green,Low
82.25,Arabica,Mexico,900.0,Typica,Washed / Wet,7.42,7.5,7.42,7.58,7.42,7.5,10.0,10.0,10.0,7.42,82.25,0.1,Green,Low
82.25,Arabica,Colombia,1750.0,Caturra,Washed / Wet,7.5,7.42,7.67,7.33,7.58,7.33,10.0,10.0,10.0,7.42,82.25,0.12,Green,High
82.25,Arabica,Colombia,1775.0,Caturra,Washed / Wet,7.67,7.33,7.33,7.33,7.5,7.5,10.0,10.0,10.0,7.58,82.25,0.11,Green,High
82.25,Arabica,Brazil,,Arusha,Natural / Dry,7.67,7.58,7.42,7.0,7.5,7.58,10.0,10.0,10.0,7.5,82.25,0.12,Green,
82.25,Arabica,Colombia,,,,7.17,7.25,7.58,7.25,7.58,7.67,10.0,10.0,10.0,7.75,82.25,0.22,,
82.17,Arabica,Brazil,934.0,Bourbon,Natural / Dry,7.42,7.42,7.5,7.42,7.42,7.5,10.0,10.0,10.0,7.5,82.17,0.11,Green,Low
82.17,Arabica,Honduras,1500.0,Caturra,Washed / Wet,7.5,7.5,7.17,7.42,7.5,7.5,10.0,10.0,10.0,7.58,82.17,0.11,Bluish-Green,Medium
82.17,Arabica,Nicaragua,1000.0,,,7.5,7.5,7.33,7.42,7.5,7.42,10.0,10.0,10.0,7.5,82.17,0.1,Green,Low
82.17,Arabica,"Tanzania, United Republic Of",1650.0,Bourbon,Washed / Wet,7.58,7.42,7.42,7.33,7.5,7.42,10.0,10.0,10.0,7.5,82.17,0.13,Green,High
82.17,Arabica,"Tanzania, United Republic Of",1600.0,Other,Washed / Wet,7.42,7.42,7.42,7.5,7.5,7.33,10.0,10.0,10.0,7.58,82.17,0.12,Green,Medium
82.17,Arabica,Brazil,1000.0,Yellow Bourbon,Natural / Dry,6.92,7.58,7.42,7.33,7.83,7.5,10.0,10.0,10.0,7.58,82.17,0.0,Green,Low
82.17,Arabica,Thailand,800.0,,Washed / Wet,7.42,7.42,7.17,7.75,7.25,7.67,10.0,10.0,10.0,7.5,82.17,0.12,Bluish-Green,Low
82.17,Arabica,Honduras,1350.0,Catuai,Washed / Wet,7.67,7.5,7.25,7.42,7.58,7.42,10.0,10.0,10.0,7.33,82.17,0.11,Green,Medium
82.17,Arabica,Guatemala,1500.0,Bourbon,Washed / Wet,7.42,7.42,7.5,7.5,7.42,7.5,10.0,10.0,10.0,7.42,82.17,0.09,Blue-Green,Medium
82.17,Arabica,Brazil,,Mundo Novo,Natural / Dry,7.58,7.5,7.42,7.25,7.5,7.42,10.0,10.0,10.0,7.5,82.17,0.12,Green,
82.17,Arabica,"Tanzania, United Republic Of",1700.0,Other,Washed / Wet,7.75,7.42,7.42,7.58,7.33,7.42,10.0,10.0,10.0,7.25,82.17,0.12,Green,High
82.17,Arabica,Mexico,1100.0,Other,Washed / Wet,7.42,7.33,7.17,7.42,7.33,8.17,10.0,10.0,10.0,7.33,82.17,0.12,Green,Low
82.17,Arabica,Mexico,,Other,Washed / Wet,7.5,7.5,7.33,7.42,7.5,7.42,10.0,10.0,10.0,7.5,82.17,0.1,,
82.17,Arabica,Taiwan,1200.0,Typica,Other,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.17,82.17,0.11,Green,Low
82.17,Arabica,Taiwan,800.0,Typica,Washed / Wet,7.67,7.5,7.5,7.17,7.17,7.58,10.0,10.0,10.0,7.58,82.17,0.0,Green,Low
82.17,Arabica,Colombia,1750.0,Caturra,Washed / Wet,7.33,7.25,7.25,7.58,7.75,7.5,10.0,10.0,10.0,7.5,82.17,0.0,Bluish-Green,High
82.17,Arabica,Mexico,1144.0,Typica,Washed / Wet,7.5,7.67,7.0,7.5,7.33,7.5,10.0,10.0,10.0,7.67,82.17,0.15,,Low
82.17,Arabica,Guatemala,1350.0,Caturra,Washed / Wet,7.25,7.75,7.0,7.75,8.17,7.75,10.0,10.0,9.33,7.17,82.17,0.12,,Medium
82.17,Arabica,Mexico,1000.0,Typica,Washed / Wet,7.5,7.58,7.25,7.5,7.5,7.33,10.0,10.0,10.0,7.5,82.17,0.12,Green,Low
82.17,Arabica,Mexico,1200.0,Typica,Washed / Wet,7.0,7.67,7.5,7.5,7.42,7.5,10.0,10.0,10.0,7.58,82.17,0.1,Green,Low
82.17,Arabica,Colombia,1800.0,,,7.58,7.67,7.42,7.17,7.17,7.75,10.0,10.0,10.0,7.42,82.17,0.08,,High
82.08,Arabica,Indonesia,1300.0,Bourbon,Washed / Wet,7.5,7.5,7.42,7.42,7.5,7.42,10.0,10.0,10.0,7.33,82.08,0.15,,Medium
82.08,Arabica,Colombia,,Caturra,Washed / Wet,7.75,7.58,7.42,7.67,7.83,7.58,9.33,9.33,10.0,7.58,82.08,0.0,Green,
82.08,Arabica,Brazil,894.0,Bourbon,Natural / Dry,7.42,7.58,7.42,7.5,7.42,7.25,10.0,10.0,10.0,7.5,82.08,0.11,Green,Low
82.08,Arabica,Brazil,1000.0,Yellow Bourbon,Natural / Dry,7.25,7.25,7.58,7.58,7.25,7.92,10.0,10.0,10.0,7.25,82.08,0.0,Green,Low
82.08,Arabica,Costa Rica,1300.0,Caturra,Washed / Wet,7.75,7.42,7.42,7.25,7.17,7.42,10.0,10.0,10.0,7.67,82.08,0.0,Blue-Green,Medium
82.08,Arabica,"Tanzania, United Republic Of",1500.0,Bourbon,Washed / Wet,7.42,7.33,7.42,7.42,7.5,7.58,10.0,10.0,10.0,7.42,82.08,0.12,Green,Medium
82.08,Arabica,"Tanzania, United Republic Of",1600.0,Other,Washed / Wet,7.42,7.5,7.5,7.33,7.33,7.5,10.0,10.0,10.0,7.5,82.08,0.12,Green,Medium
82.08,Arabica,Colombia,,,Washed / Wet,7.5,7.42,7.42,7.42,7.67,7.42,10.0,10.0,10.0,7.25,82.08,0.11,Green,
82.08,Arabica,Costa Rica,1300.0,Caturra,Washed / Wet,7.58,7.33,7.33,7.33,7.5,7.67,10.0,10.0,10.0,7.33,82.08,0.11,Green,Medium
82.08,Arabica,United States (Hawaii),,Hawaiian Kona,Natural / Dry,7.25,7.58,7.58,7.25,7.5,7.42,10.0,10.0,10.0,7.5,82.08,0.11,Bluish-Green,
82.08,Arabica,Mexico,1300.0,Typica,Washed / Wet,7.42,7.58,7.5,7.33,7.42,7.42,10.0,10.0,10.0,7.42,82.08,0.13,Green,Medium
82.08,Arabica,Mexico,1800.0,Typica,Washed / Wet,7.5,7.42,7.42,7.5,7.25,7.5,10.0,10.0,10.0,7.5,82.08,0.13,Green,High
82.08,Arabica,Mexico,1250.0,Typica,Washed / Wet,7.67,7.5,7.25,7.58,7.42,7.33,10.0,10.0,10.0,7.33,82.08,0.11,Green,Medium
82.08,Arabica,Vietnam,1040.0,Other,Natural / Dry,7.67,8.0,7.17,7.08,7.67,7.08,10.0,10.0,10.0,7.42,82.08,0.12,Green,Low
82.08,Arabica,Mexico,1250.0,Typica,Washed / Wet,7.58,7.42,7.25,7.75,7.33,7.42,10.0,10.0,10.0,7.33,82.08,0.11,Green,Medium
82.08,Arabica,United States (Hawaii),,Hawaiian Kona,Washed / Wet,7.33,7.5,7.33,7.58,7.08,7.83,10.0,10.0,10.0,7.42,82.08,0.1,Green,
82.08,Arabica,Colombia,1600.0,,,7.67,7.42,7.67,7.33,7.25,7.58,10.0,10.0,10.0,7.17,82.08,0.08,,Medium
82.0,Arabica,Honduras,1600.0,Caturra,Washed / Wet,7.5,7.5,7.17,7.5,7.5,7.42,10.0,10.0,10.0,7.42,82.00,0.12,Green,Medium
82.0,Arabica,Honduras,1600.0,Caturra,Natural / Dry,7.5,7.5,7.25,7.33,7.42,7.5,10.0,10.0,10.0,7.5,82.00,0.1,Green,Medium
82.0,Arabica,Brazil,944.0,Bourbon,Natural / Dry,7.5,7.33,7.42,7.5,7.33,7.42,10.0,10.0,10.0,7.5,82.00,0.11,Green,Low
82.0,Arabica,"Tanzania, United Republic Of",1650.0,Other,Washed / Wet,7.67,7.33,7.33,7.42,7.42,7.42,10.0,10.0,10.0,7.42,82.00,0.13,Green,High
82.0,Arabica,Laos,1250.0,Other,Washed / Wet,7.42,7.5,7.25,7.33,7.5,7.5,10.0,10.0,10.0,7.5,82.00,0.12,Blue-Green,Medium
82.0,Arabica,"Tanzania, United Republic Of",1350.0,Other,Washed / Wet,7.42,7.42,7.33,7.58,7.33,7.42,10.0,10.0,10.0,7.5,82.00,0.12,Green,Medium
82.0,Arabica,Malawi,2500.0,Gesha,Washed / Wet,7.5,7.42,7.33,7.58,7.33,7.5,10.0,10.0,10.0,7.33,82.00,0.13,Bluish-Green,Very High
82.0,Arabica,Taiwan,600.0,Typica,Washed / Wet,7.33,7.5,7.17,7.42,7.5,7.33,10.0,10.0,10.0,7.75,82.00,0.09,Green,Low
82.0,Arabica,Thailand,800.0,,Washed / Wet,7.58,7.5,7.42,7.42,7.33,7.42,10.0,10.0,10.0,7.33,82.00,0.11,Green,Low
82.0,Arabica,Costa Rica,1300.0,Catuai,Washed / Wet,7.5,7.25,7.33,7.33,7.75,7.5,10.0,10.0,10.0,7.33,82.00,0.1,Green,Medium
82.0,Arabica,Honduras,1400.0,Caturra,Washed / Wet,7.33,7.33,7.33,7.5,7.5,7.83,10.0,10.0,10.0,7.17,82.00,0.11,Green,Medium
82.0,Arabica,Colombia,1900.0,Caturra,Washed / Wet,7.33,7.33,7.58,7.5,7.5,7.58,10.0,10.0,10.0,7.17,82.00,0.11,Green,High
82.0,Arabica,Taiwan,650.0,Typica,Washed / Wet,7.42,7.58,7.33,7.42,8.0,7.5,9.33,10.0,10.0,7.42,82.00,0.12,Bluish-Green,Low
82.0,Arabica,Brazil,1038.5,Mundo Novo,Natural / Dry,7.33,7.67,7.42,7.17,7.33,7.42,10.0,10.0,10.0,7.67,82.00,0.11,Blue-Green,Low
82.0,Arabica,Mexico,940.0,Typica,Washed / Wet,7.67,7.33,7.25,7.5,7.42,7.42,10.0,10.0,10.0,7.42,82.00,0.12,Green,Low
82.0,Arabica,Brazil,1000.0,Mundo Novo,Natural / Dry,7.42,7.5,7.33,7.5,7.33,7.5,10.0,10.0,10.0,7.42,82.00,0.12,Green,Low
82.0,Arabica,Brazil,1050.0,Catuai,Semi-washed / Semi-pulped,7.42,7.5,7.25,7.5,7.5,7.42,10.0,10.0,10.0,7.42,82.00,0.11,Blue-Green,Low
82.0,Arabica,Guatemala,,Bourbon,Natural / Dry,7.33,7.33,7.33,7.5,7.67,7.67,10.0,10.0,10.0,7.17,82.00,0.11,Green,
82.0,Arabica,Brazil,950.0,Mundo Novo,Semi-washed / Semi-pulped,7.58,7.5,7.17,7.5,7.5,7.42,10.0,10.0,10.0,7.33,82.00,0.12,Green,Low
82.0,Arabica,Guatemala,302.0,Bourbon,Washed / Wet,7.75,7.33,7.33,7.42,7.75,7.67,10.0,10.0,9.33,7.42,82.00,0.0,Green,Low
82.0,Arabica,Colombia,1775.0,Caturra,,7.33,7.0,7.08,7.42,7.5,7.67,10.0,10.0,10.0,8.0,82.00,0.07,,High
